#Teff E(B-V) chi^2
2000.0000000000002 2.82 0.13044383996214576
2000.0000000000002 2.84 0.131544839499449
2000.0000000000002 2.86 0.1326492729251644
2000.0000000000002 2.88 0.13375716816350458
2000.0000000000002 2.9 0.1348685799322985
2000.0000000000002 2.92 0.13598353011200437
2000.0000000000002 2.94 0.13710205769496198
2000.0000000000002 2.96 0.13822420584346373
2000.0000000000002 2.98 0.13935000512287282
2000.0000000000002 3.0 0.14047947208241984
2046.5859845615075 0.0 0.02280749764652289
2046.5859845615075 0.02 0.02321202883156854
2046.5859845615075 0.04 0.023622835075064755
2046.5859845615075 0.06 0.024039749394710885
2046.5859845615075 0.08 0.024462600476484606
2046.5859845615075 0.1 0.0248911894607341
2046.5859845615075 0.12 0.02532531395853036
2046.5859845615075 0.14 0.025764744548621654
2046.5859845615075 0.16 0.026209248691134245
2046.5859845615075 0.18 0.02665856600021128
2046.5859845615075 0.2 0.02711242397061504
2046.5859845615075 0.22 0.0275705297141292
2046.5859845615075 0.24 0.028032575137564245
2046.5859845615075 0.26 0.028489383733522652
2046.5859845615075 0.28 0.028857804745654365
2046.5859845615075 0.3 0.029225895854862818
2046.5859845615075 0.32 0.029593255949274262
2046.5859845615075 0.34 0.029959492558540645
2046.5859845615075 0.36 0.03032422943874992
2046.5859845615075 0.38 0.030687122524903437
2046.5859845615075 0.4 0.03104790330785638
2046.5859845615075 0.42 0.03140644471250575
2046.5859845615075 0.44 0.03176289809449617
2046.5859845615075 0.46 0.032117881548044604
2046.5859845615075 0.48 0.032341487388405234
2046.5859845615075 0.5 0.032568680190055044
2046.5859845615075 0.52 0.03281472192367369
2046.5859845615075 0.54 0.0331354345952027
2046.5859845615075 0.56 0.033847357010751346
2046.5859845615075 0.58 0.038008705076153726
2046.5859845615075 0.6 0.03449464587946569
2046.5859845615075 0.62 0.03386186191677318
2046.5859845615075 0.64 0.033836076912340494
2046.5859845615075 0.66 0.033916961643603
2046.5859845615075 0.68 0.03402948853632816
2046.5859845615075 0.7000000000000001 0.034158577779047246
2046.5859845615075 0.72 0.03430575581116706
2046.5859845615075 0.74 0.03448265665090959
2046.5859845615075 0.76 0.03471313415205862
2046.5859845615075 0.78 0.03504034329367589
2046.5859845615075 0.8 0.035523459865144734
2046.5859845615075 0.8200000000000001 0.03621756057066431
2046.5859845615075 0.84 0.03724483074385274
2046.5859845615075 0.86 0.037347703583277575
2046.5859845615075 0.88 0.035986739339159086
2046.5859845615075 0.9 0.03498063262318005
2046.5859845615075 0.92 0.03426610256616307
2046.5859845615075 0.9400000000000001 0.03373575119893869
2046.5859845615075 0.96 0.033309443131424116
2046.5859845615075 0.98 0.03293842157154317
2046.5859845615075 1.0 0.03259454111042263
2046.5859845615075 1.02 0.032973485133351396
2046.5859845615075 1.04 0.0334657579703685
2046.5859845615075 1.06 0.03395770398110791
2046.5859845615075 1.08 0.03444545438420504
2046.5859845615075 1.1 0.034926340984860776
2046.5859845615075 1.12 0.03539844802781059
2046.5859845615075 1.1400000000000001 0.03586034639194803
2046.5859845615075 1.16 0.03631086921528782
2046.5859845615075 1.18 0.03674893013833176
2046.5859845615075 1.2 0.03717331660292536
2046.5859845615075 1.22 0.03758240413141716
2046.5859845615075 1.24 0.03797368756875097
2046.5859845615075 1.26 0.03886534967999227
2046.5859845615075 1.28 0.04000925072978095
2046.5859845615075 1.3 0.04111883914356855
2046.5859845615075 1.32 0.04216605620441734
2046.5859845615075 1.34 0.04309441643939135
2046.5859845615075 1.36 0.04377899286517501
2046.5859845615075 1.3800000000000001 0.0439242526313034
2046.5859845615075 1.4000000000000001 0.042887451106002755
2046.5859845615075 1.42 0.040080562632024364
2046.5859845615075 1.44 0.045051376086206504
2046.5859845615075 1.46 0.04887393302563823
2046.5859845615075 1.48 0.0516284229256302
2046.5859845615075 1.5 0.05424340373079252
2046.5859845615075 1.52 0.05671045316259207
2046.5859845615075 1.54 0.056787310433095116
2046.5859845615075 1.56 0.057363232402861716
2046.5859845615075 1.58 0.05824792275204376
2046.5859845615075 1.6 0.05926035391079426
2046.5859845615075 1.62 0.06032184065797007
2046.5859845615075 1.6400000000000001 0.061400699342137786
2046.5859845615075 1.6600000000000001 0.06248359704196145
2046.5859845615075 1.68 0.06356458444290948
2046.5859845615075 1.7 0.06464092873491367
2046.5859845615075 1.72 0.06571140331064075
2046.5859845615075 1.74 0.0667755414410451
2046.5859845615075 1.76 0.06783322379213406
2046.5859845615075 1.78 0.06888459114800558
2046.5859845615075 1.8 0.06992986344397548
2046.5859845615075 1.82 0.07096935469147729
2046.5859845615075 1.84 0.07200340250592631
2046.5859845615075 1.86 0.0730323729912108
2046.5859845615075 1.8800000000000001 0.0740566400713627
2046.5859845615075 1.9000000000000001 0.07507656720761025
2046.5859845615075 1.92 0.07609252861446436
2046.5859845615075 1.94 0.07710488625986012
2046.5859845615075 1.96 0.07811399245863758
2046.5859845615075 1.98 0.0791201948532296
2046.5859845615075 2.0 0.08012382344006432
2046.5859845615075 2.02 0.08112520670610122
2046.5859845615075 2.04 0.08212464107495099
2046.5859845615075 2.06 0.08312242780833476
2046.5859845615075 2.08 0.08411885219001929
2046.5859845615075 2.1 0.08511419432005457
2046.5859845615075 2.12 0.08610870144928034
2046.5859845615075 2.14 0.0871026249966428
2046.5859845615075 2.16 0.08809621001665516
2046.5859845615075 2.18 0.08908967286476817
2046.5859845615075 2.2 0.09008323922538229
2046.5859845615075 2.22 0.09107710465522334
2046.5859845615075 2.24 0.09207146921012406
2046.5859845615075 2.2600000000000002 0.09306651956141297
2046.5859845615075 2.2800000000000002 0.09406242729148599
2046.5859845615075 2.3000000000000003 0.0950593641111358
2046.5859845615075 2.32 0.09605749630645609
2046.5859845615075 2.34 0.09705695975472918
2046.5859845615075 2.36 0.09805791597400938
2046.5859845615075 2.38 0.0990604868281403
2046.5859845615075 2.4 0.1000648125761719
2046.5859845615075 2.42 0.10107101522474922
2046.5859845615075 2.44 0.10207920722080674
2046.5859845615075 2.46 0.10308950796017026
2046.5859845615075 2.48 0.10410201281281378
2046.5859845615075 2.5 0.10511683062566421
2046.5859845615075 2.52 0.10613406018983834
2046.5859845615075 2.54 0.10715378410882477
2046.5859845615075 2.56 0.10817609370571023
2046.5859845615075 2.58 0.10920106857078664
2046.5859845615075 2.6 0.11022879396279929
2046.5859845615075 2.62 0.1112593308669089
2046.5859845615075 2.64 0.11229275815761526
2046.5859845615075 2.66 0.11332914514427514
2046.5859845615075 2.68 0.11436855187929834
2046.5859845615075 2.7 0.11541104688285032
2046.5859845615075 2.72 0.11645666970932655
2046.5859845615075 2.74 0.11750549626938969
2046.5859845615075 2.7600000000000002 0.11855756443496762
2046.5859845615075 2.7800000000000002 0.11961293568469536
2046.5859845615075 2.8000000000000003 0.1206716419799506
2046.5859845615075 2.82 0.12173374140038258
2046.5859845615075 2.84 0.12279927110135778
2046.5859845615075 2.86 0.12386828318289306
2046.5859845615075 2.88 0.12494079691162717
2046.5859845615075 2.9 0.12601686495690542
2046.5859845615075 2.92 0.12709651639521782
2046.5859845615075 2.94 0.12817978578634556
2046.5859845615075 2.96 0.12926670715800923
2046.5859845615075 2.98 0.1303573121679348
2046.5859845615075 3.0 0.1314516229040063
2094.2570961017996 0.0 0.023538140792634398
2094.2570961017996 0.02 0.02395143765065997
2094.2570961017996 0.04 0.02437108618067301
2094.2570961017996 0.06 0.02479691365279851
2094.2570961017996 0.08 0.025228735540591005
2094.2570961017996 0.1 0.025666348018782408
2094.2570961017996 0.12 0.026109541236792027
2094.2570961017996 0.14 0.026558072861864068
2094.2570961017996 0.16 0.027011699026733015
2094.2570961017996 0.18 0.027470145169921325
2094.2570961017996 0.2 0.027933129403686755
2094.2570961017996 0.22 0.028400345762176447
2094.2570961017996 0.24 0.028871467911097584
2094.2570961017996 0.26 0.02933550327023096
2094.2570961017996 0.28 0.02970877241830179
2094.2570961017996 0.3 0.030081515939352443
2094.2570961017996 0.32 0.030453316216316396
2094.2570961017996 0.34 0.03082376211200003
2094.2570961017996 0.36 0.031192456479493254
2094.2570961017996 0.38 0.03155904354685044
2094.2570961017996 0.4 0.03192324255712036
2094.2570961017996 0.42 0.032284929499747386
2094.2570961017996 0.44 0.03264427079600803
2094.2570961017996 0.46 0.03299657410489564
2094.2570961017996 0.48 0.03321677202656524
2094.2570961017996 0.5 0.033440875121227405
2094.2570961017996 0.52 0.033685486424232844
2094.2570961017996 0.54 0.03401212188574466
2094.2570961017996 0.56 0.03477820153133233
2094.2570961017996 0.58 0.039432156688231114
2094.2570961017996 0.6 0.035304369744581204
2094.2570961017996 0.62 0.03469225997925773
2094.2570961017996 0.64 0.03466136994806925
2094.2570961017996 0.66 0.034735535389533424
2094.2570961017996 0.68 0.03484222294063822
2094.2570961017996 0.7000000000000001 0.03496758869897448
2094.2570961017996 0.72 0.03511499234903438
2094.2570961017996 0.74 0.035299300412592084
2094.2570961017996 0.76 0.03554393498053646
2094.2570961017996 0.78 0.03590667560401914
2094.2570961017996 0.8 0.036455070435013004
2094.2570961017996 0.8200000000000001 0.03726909720738984
2094.2570961017996 0.84 0.03843314662102477
2094.2570961017996 0.86 0.037700352484115046
2094.2570961017996 0.88 0.0363553100504105
2094.2570961017996 0.9 0.03538395913798334
2094.2570961017996 0.92 0.034687630692820264
2094.2570961017996 0.9400000000000001 0.034156488879872646
2094.2570961017996 0.96 0.03371619339385662
2094.2570961017996 0.98 0.033322897613799723
2094.2570961017996 1.0 0.0329607522164542
2094.2570961017996 1.02 0.033451605207562615
2094.2570961017996 1.04 0.03394572235136442
2094.2570961017996 1.06 0.03443775594102183
2094.2570961017996 1.08 0.03492410671858042
2094.2570961017996 1.1 0.03540225909905761
2094.2570961017996 1.12 0.03587039632694937
2094.2570961017996 1.1400000000000001 0.03632713130343119
2094.2570961017996 1.16 0.036771297091180884
2094.2570961017996 1.18 0.03720178538169152
2094.2570961017996 1.2 0.03761729443829001
2094.2570961017996 1.22 0.03801602989040883
2094.2570961017996 1.24 0.03839517898620966
2094.2570961017996 1.26 0.03930685570071552
2094.2570961017996 1.28 0.04047639799424355
2094.2570961017996 1.3 0.041606362639037914
2094.2570961017996 1.32 0.04266404862407755
2094.2570961017996 1.34 0.04358246894207574
2094.2570961017996 1.36 0.04421086996470145
2094.2570961017996 1.3800000000000001 0.044190402671461855
2094.2570961017996 1.4000000000000001 0.04277771304460607
2094.2570961017996 1.42 0.040696173004202744
2094.2570961017996 1.44 0.046228877231991615
2094.2570961017996 1.46 0.05005887256708448
2094.2570961017996 1.48 0.0530790781216792
2094.2570961017996 1.5 0.056220079628197625
2094.2570961017996 1.52 0.056688864277606305
2094.2570961017996 1.54 0.0571665340271785
2094.2570961017996 1.56 0.05802834352675531
2094.2570961017996 1.58 0.05905534868992758
2094.2570961017996 1.6 0.060144307810520374
2094.2570961017996 1.62 0.06125447068568988
2094.2570961017996 1.6400000000000001 0.06236928186825486
2094.2570961017996 1.6600000000000001 0.06348166870441646
2094.2570961017996 1.68 0.06458849818187122
2094.2570961017996 1.7 0.06568840307479362
2094.2570961017996 1.72 0.06678088800216897
2094.2570961017996 1.74 0.06786586398373505
2094.2570961017996 1.76 0.0689434828624933
2094.2570961017996 1.78 0.07001401937195806
2094.2570961017996 1.8 0.07107782069819896
2094.2570961017996 1.82 0.07213526234681189
2094.2570961017996 1.84 0.07318675118572528
2094.2570961017996 1.86 0.07423268223171743
2094.2570961017996 1.8800000000000001 0.07527347970298369
2094.2570961017996 1.9000000000000001 0.07630953419384494
2094.2570961017996 1.92 0.07734124863852722
2094.2570961017996 1.94 0.07836900746160558
2094.2570961017996 1.96 0.0793931945418377
2094.2570961017996 1.98 0.08041416678991535
2094.2570961017996 2.0 0.08143227739545111
2094.2570961017996 2.02 0.08244785970933247
2094.2570961017996 2.04 0.08346124606261526
2094.2570961017996 2.06 0.0844727460961038
2094.2570961017996 2.08 0.08548265401377819
2094.2570961017996 2.1 0.08649125870544572
2094.2570961017996 2.12 0.08749883238142753
2094.2570961017996 2.14 0.0885056302120866
2094.2570961017996 2.16 0.08951190657859726
2094.2570961017996 2.18 0.09051789105913731
2094.2570961017996 2.2 0.09152381572773062
2094.2570961017996 2.22 0.0925298875998713
2094.2570961017996 2.24 0.09353631974645385
2094.2570961017996 2.2600000000000002 0.09454329173668853
2094.2570961017996 2.2800000000000002 0.09555100142216148
2094.2570961017996 2.3000000000000003 0.09655961243445085
2094.2570961017996 2.32 0.0975692971281926
2094.2570961017996 2.34 0.09858021636190106
2094.2570961017996 2.36 0.0995925101682746
2094.2570961017996 2.38 0.10060632853773054
2094.2570961017996 2.4 0.10162180603275654
2094.2570961017996 2.42 0.10263907392703747
2094.2570961017996 2.44 0.10365824413240539
2094.2570961017996 2.46 0.10467943808365941
2094.2570961017996 2.48 0.1057027728597677
2094.2570961017996 2.5 0.10672834443651683
2094.2570961017996 2.52 0.10775625530563807
2094.2570961017996 2.54 0.10878659532500477
2094.2570961017996 2.56 0.10981946186686511
2094.2570961017996 2.58 0.11085493778358939
2094.2570961017996 2.6 0.11189309439187443
2094.2570961017996 2.62 0.11293402008899525
2094.2570961017996 2.64 0.11397779084993398
2094.2570961017996 2.66 0.11502446850042147
2094.2570961017996 2.68 0.11607411836804114
2094.2570961017996 2.7 0.11712680577020378
2094.2570961017996 2.72 0.1181825948599108
2094.2570961017996 2.74 0.11924153373147581
2094.2570961017996 2.7600000000000002 0.12030367927940153
2094.2570961017996 2.7800000000000002 0.12136908693002921
2094.2570961017996 2.8000000000000003 0.12243780958465529
2094.2570961017996 2.82 0.12350988448471718
2094.2570961017996 2.84 0.12458536104472943
2094.2570961017996 2.86 0.12566427907896127
2094.2570961017996 2.88 0.12674667813947982
2094.2570961017996 2.9 0.12783260352527828
2094.2570961017996 2.92 0.12892208957446916
2094.2570961017996 2.94 0.13001516062949198
2094.2570961017996 2.96 0.1311118584527023
2094.2570961017996 2.98 0.13221221846569836
2094.2570961017996 3.0 0.13331626190439566
2143.038610475212 0.0 0.018192912883720085
2143.038610475212 0.02 0.01854683209218095
2143.038610475212 0.04 0.018907052876565366
2143.038610475212 0.06 0.019273441389373897
2143.038610475212 0.08 0.01964584536729589
2143.038610475212 0.1 0.02002410501416616
2143.038610475212 0.12 0.020408043471700183
2143.038610475212 0.14 0.02079746620179225
2143.038610475212 0.16 0.021192172427035957
2143.038610475212 0.18 0.02159193749829904
2143.038610475212 0.2 0.02199652183754913
2143.038610475212 0.22 0.02240567266875847
2143.038610475212 0.24 0.02281912002781339
2143.038610475212 0.26 0.023221353193509726
2143.038610475212 0.28 0.02355715984032767
2143.038610475212 0.3 0.023893324877394144
2143.038610475212 0.32 0.02422947732734235
2143.038610475212 0.34 0.024565253670025874
2143.038610475212 0.36 0.024900300235530387
2143.038610475212 0.38 0.025234299134828983
2143.038610475212 0.4 0.02556699019063012
2143.038610475212 0.42 0.025898243607206807
2143.038610475212 0.44 0.02622818544842502
2143.038610475212 0.46 0.0265462175667947
2143.038610475212 0.48 0.026763784549220255
2143.038610475212 0.5 0.0269850975799234
2143.038610475212 0.52 0.027224722879974336
2143.038610475212 0.54 0.02753786181341808
2143.038610475212 0.56 0.02825797197517329
2143.038610475212 0.58 0.032561528628917064
2143.038610475212 0.6 0.02861955418272941
2143.038610475212 0.62 0.028218528398051942
2143.038610475212 0.64 0.028240727109302775
2143.038610475212 0.66 0.028343245402650305
2143.038610475212 0.68 0.028472937958734255
2143.038610475212 0.7000000000000001 0.02862119938276804
2143.038610475212 0.72 0.02879411425687158
2143.038610475212 0.74 0.029009543558024854
2143.038610475212 0.76 0.029301987307762428
2143.038610475212 0.78 0.029732076649628323
2143.038610475212 0.8 0.030359050014495848
2143.038610475212 0.8200000000000001 0.03126438920509034
2143.038610475212 0.84 0.03179488663499243
2143.038610475212 0.86 0.03054164401083084
2143.038610475212 0.88 0.029615488990943732
2143.038610475212 0.9 0.028971166222489485
2143.038610475212 0.92 0.028506314423021095
2143.038610475212 0.9400000000000001 0.02814208174021252
2143.038610475212 0.96 0.027830535516770106
2143.038610475212 0.98 0.027544244879085536
2143.038610475212 1.0 0.027391649045270753
2143.038610475212 1.02 0.027847718951316238
2143.038610475212 1.04 0.028303253098591795
2143.038610475212 1.06 0.028754668609340495
2143.038610475212 1.08 0.029199503411120906
2143.038610475212 1.1 0.029631426172686198
2143.038610475212 1.12 0.03004845982169828
2143.038610475212 1.1400000000000001 0.030454856769432756
2143.038610475212 1.16 0.030849764412813493
2143.038610475212 1.18 0.031232342735023677
2143.038610475212 1.2 0.0316015832316091
2143.038610475212 1.22 0.03195603308983251
2143.038610475212 1.24 0.03229334819960207
2143.038610475212 1.26 0.03327068718564416
2143.038610475212 1.28 0.03432876720304911
2143.038610475212 1.3 0.035354079441385675
2143.038610475212 1.32 0.03631798690835001
2143.038610475212 1.34 0.03716125951447856
2143.038610475212 1.36 0.03774927595337258
2143.038610475212 1.3800000000000001 0.037759996258152524
2143.038610475212 1.4000000000000001 0.0365416091732803
2143.038610475212 1.42 0.035418542140842654
2143.038610475212 1.44 0.04034653719420934
2143.038610475212 1.46 0.04412075101548834
2143.038610475212 1.48 0.04694398196355451
2143.038610475212 1.5 0.04733997919892903
2143.038610475212 1.52 0.04806825791346565
2143.038610475212 1.54 0.0490082767252184
2143.038610475212 1.56 0.05002717731919514
2143.038610475212 1.58 0.051070679443329804
2143.038610475212 1.6 0.05211874010352307
2143.038610475212 1.62 0.053163786869199786
2143.038610475212 1.6400000000000001 0.05420289923079519
2143.038610475212 1.6600000000000001 0.05523502358491626
2143.038610475212 1.68 0.056259888437986065
2143.038610475212 1.7 0.05727758584757896
2143.038610475212 1.72 0.058288360644753116
2143.038610475212 1.74 0.0592925390982815
2143.038610475212 1.76 0.0602904935013766
2143.038610475212 1.78 0.061282603770590464
2143.038610475212 1.8 0.06226926490977932
2143.038610475212 1.82 0.0632508732296742
2143.038610475212 1.84 0.06422780799095537
2143.038610475212 1.86 0.06520045836276683
2143.038610475212 1.8800000000000001 0.06616919472868676
2143.038610475212 1.9000000000000001 0.06713438040972122
2143.038610475212 1.92 0.0680963730402733
2143.038610475212 1.94 0.06905551367289674
2143.038610475212 1.96 0.07001213757846524
2143.038610475212 1.98 0.07096655592155807
2143.038610475212 2.0 0.07191908567326107
2143.038610475212 2.02 0.07287001580949079
2143.038610475212 2.04 0.07381963030637925
2143.038610475212 2.06 0.0747682075784713
2143.038610475212 2.08 0.0757159935485922
2143.038610475212 2.1 0.07666324413655848
2143.038610475212 2.12 0.07761020300554833
2143.038610475212 2.14 0.07855708582756753
2143.038610475212 2.16 0.0795041096601417
2143.038610475212 2.18 0.08045148437664615
2143.038610475212 2.2 0.08139940762544677
2143.038610475212 2.22 0.0823480484224718
2143.038610475212 2.24 0.08329761030718322
2143.038610475212 2.2600000000000002 0.084248235997156
2143.038610475212 2.2800000000000002 0.08520009876578875
2143.038610475212 2.3000000000000003 0.08615334894906412
2143.038610475212 2.32 0.08710812931466909
2143.038610475212 2.34 0.08806457402471166
2143.038610475212 2.36 0.08902281804897513
2143.038610475212 2.38 0.08998298577732691
2143.038610475212 2.4 0.09094519579708016
2143.038610475212 2.42 0.09190955095073383
2143.038610475212 2.44 0.09287616650619704
2143.038610475212 2.46 0.09384513577452247
2143.038610475212 2.48 0.09481656321741268
2143.038610475212 2.5 0.0957905317722452
2143.038610475212 2.52 0.09676713446182993
2143.038610475212 2.54 0.09774644947034947
2143.038610475212 2.56 0.09872855624243539
2143.038610475212 2.58 0.09971352233731963
2143.038610475212 2.6 0.10070142884908409
2143.038610475212 2.62 0.10169233813633277
2143.038610475212 2.64 0.10268631014403054
2143.038610475212 2.66 0.10368341012430296
2143.038610475212 2.68 0.10468369473768299
2143.038610475212 2.7 0.10568721598506335
2143.038610475212 2.72 0.1066940297258459
2143.038610475212 2.74 0.10770418433707954
2143.038610475212 2.7600000000000002 0.1087177211547857
2143.038610475212 2.7800000000000002 0.1097346980463608
2143.038610475212 2.8000000000000003 0.11075514236275173
2143.038610475212 2.82 0.11177910917368518
2143.038610475212 2.84 0.11280662696861107
2143.038610475212 2.86 0.11383773571541955
2143.038610475212 2.88 0.1148724664928918
2143.038610475212 2.9 0.11591085893451551
2143.038610475212 2.92 0.11695294958442977
2143.038610475212 2.94 0.11799875044011893
2143.038610475212 2.96 0.11904831270492644
2143.038610475212 2.98 0.1201016418834159
2143.038610475212 3.0 0.12115878234906828
2192.9563922863704 0.0 0.018792748316233003
2192.9563922863704 0.02 0.01915514729306082
2192.9563922863704 0.04 0.019524047076486438
2192.9563922863704 0.06 0.01989931213113473
2192.9563922863704 0.08 0.020280782279921666
2192.9563922863704 0.1 0.02066829534602879
2192.9563922863704 0.12 0.021061669286791526
2192.9563922863704 0.14 0.021460702909762222
2192.9563922863704 0.16 0.021865187023921373
2192.9563922863704 0.18 0.022274889825964202
2192.9563922863704 0.2 0.022689566076269197
2192.9563922863704 0.22 0.02310895327743035
2192.9563922863704 0.24 0.02353277261166237
2192.9563922863704 0.26 0.023934466689342956
2192.9563922863704 0.28 0.024276637081502527
2192.9563922863704 0.3 0.02461912992593741
2192.9563922863704 0.32 0.024961566640106212
2192.9563922863704 0.34 0.025303570303605256
2192.9563922863704 0.36 0.02564477678042964
2192.9563922863704 0.38 0.025984863812037396
2192.9563922863704 0.4 0.0263235752751497
2192.9563922863704 0.42 0.026660803501819322
